strategy,exit_method,days_from_quarter_end_at_entry,n,win_rate,avg_pnl_pct,total_pnl_pct
avwap_252_breakout,atr_trail_1x,11,1,0.0,-1.8941,-1.8941
avwap_252_breakout,atr_trail_1x,14,2,0.0,-4.43945,-8.8789
avwap_252_breakout,atr_trail_1x,42,1,0.0,-3.0179,-3.0179
avwap_252_breakout,atr_trail_1x,56,1,0.0,-1.5912,-1.5912
avwap_252_breakout,atr_trail_2x,11,1,0.0,-3.7882,-3.7882
avwap_252_breakout,atr_trail_2x,14,2,0.5,-1.14765,-2.2953
avwap_252_breakout,atr_trail_2x,42,1,1.0,19.5658,19.5658
avwap_252_breakout,atr_trail_2x,56,1,0.0,-6.1151,-6.1151
avwap_252_breakout,break_even_at_1r,11,1,0.0,-1.8941,-1.8941
avwap_252_breakout,break_even_at_1r,14,2,0.0,-5.4984,-10.9968
avwap_252_breakout,break_even_at_1r,42,1,0.0,-6.9223,-6.9223
avwap_252_breakout,break_even_at_1r,56,1,0.0,0.0,0.0
avwap_252_breakout,breakeven_plus_trail,11,1,0.0,-3.7882,-3.7882
avwap_252_breakout,breakeven_plus_trail,14,2,0.5,-0.5681500000000002,-1.1363000000000003
avwap_252_breakout,breakeven_plus_trail,42,1,1.0,22.5171,22.5171
avwap_252_breakout,breakeven_plus_trail,56,1,0.0,0.0,0.0
avwap_252_breakout,class_time_stop,11,1,0.0,-10.0752,-10.0752
avwap_252_breakout,class_time_stop,14,2,0.5,-0.37565000000000026,-0.7513000000000005
avwap_252_breakout,class_time_stop,42,1,1.0,11.3432,11.3432
avwap_252_breakout,class_time_stop,56,1,1.0,5.3202,5.3202
avwap_252_breakout,earnings_blackout,11,1,0.0,-42.3541,-42.3541
avwap_252_breakout,earnings_blackout,14,2,0.0,-54.656549999999996,-109.31309999999999
avwap_252_breakout,earnings_blackout,42,1,0.0,-37.3489,-37.3489
avwap_252_breakout,earnings_blackout,56,1,0.0,-8.1656,-8.1656
avwap_252_breakout,fixed_4r_2r,11,1,0.0,-3.7882,-3.7882
avwap_252_breakout,fixed_4r_2r,14,2,0.5,5.798000000000001,11.596000000000002
avwap_252_breakout,fixed_4r_2r,42,1,1.0,22.0025,22.0025
avwap_252_breakout,fixed_4r_2r,56,1,1.0,17.4569,17.4569
avwap_252_breakout,hybrid_50pct_target,11,1,0.0,-10.0,-10.0
avwap_252_breakout,hybrid_50pct_target,14,2,1.0,11.912199999999999,23.824399999999997
avwap_252_breakout,hybrid_50pct_target,42,1,1.0,12.2438,12.2438
avwap_252_breakout,hybrid_50pct_target,56,1,1.0,13.5239,13.5239
avwap_252_breakout,ma_exit_ema9,11,1,0.0,-2.5286,-2.5286
avwap_252_breakout,ma_exit_ema9,14,2,0.0,-6.721550000000001,-13.443100000000001
avwap_252_breakout,ma_exit_ema9,42,1,0.0,-3.6316,-3.6316
avwap_252_breakout,ma_exit_ema9,56,1,0.0,-2.8069,-2.8069
avwap_252_breakout,next_pivot_target,11,1,0.0,-10.0,-10.0
avwap_252_breakout,next_pivot_target,14,2,0.5,2.992400000000001,5.984800000000002
avwap_252_breakout,next_pivot_target,42,1,1.0,3.2358,3.2358
avwap_252_breakout,next_pivot_target,56,1,1.0,0.5288,0.5288
avwap_252_breakout,r_multiple_2r,11,1,0.0,-1.8941,-1.8941
avwap_252_breakout,r_multiple_2r,14,2,0.0,-5.4984,-10.9968
avwap_252_breakout,r_multiple_2r,42,1,0.0,-6.9223,-6.9223
avwap_252_breakout,r_multiple_2r,56,1,0.0,-4.3642,-4.3642
avwap_252_breakout,r_multiple_3r,11,1,0.0,-1.8941,-1.8941
avwap_252_breakout,r_multiple_3r,14,2,0.0,-5.4984,-10.9968
avwap_252_breakout,r_multiple_3r,42,1,0.0,-6.9223,-6.9223
avwap_252_breakout,r_multiple_3r,56,1,0.0,-4.3642,-4.3642
avwap_252_breakout,regime_flip,11,1,0.0,-8.5539,-8.5539
avwap_252_breakout,regime_flip,14,2,0.5,4.6274500000000005,9.254900000000001
avwap_252_breakout,regime_flip,42,1,1.0,8.7679,8.7679
avwap_252_breakout,regime_flip,56,1,0.0,-4.4323,-4.4323
avwap_252_breakout,time_stop_10d,11,1,0.0,-7.8511,-7.8511
avwap_252_breakout,time_stop_10d,14,2,1.0,10.04955,20.0991
avwap_252_breakout,time_stop_10d,42,1,1.0,8.7679,8.7679
avwap_252_breakout,time_stop_10d,56,1,1.0,1.2058,1.2058
avwap_252_breakout,time_stop_20d,11,1,0.0,-8.5539,-8.5539
avwap_252_breakout,time_stop_20d,14,2,0.5,4.6274500000000005,9.254900000000001
avwap_252_breakout,time_stop_20d,42,1,1.0,8.7679,8.7679
avwap_252_breakout,time_stop_20d,56,1,0.0,-4.4323,-4.4323
avwap_252_breakout,trailing_10pct,11,1,0.0,-10.0,-10.0
avwap_252_breakout,trailing_10pct,14,2,0.5,1.2223499999999996,2.444699999999999
avwap_252_breakout,trailing_10pct,42,1,0.0,-0.5794,-0.5794
avwap_252_breakout,trailing_10pct,56,1,0.0,-3.645,-3.645
avwap_252_breakout,trailing_15pct,11,1,0.0,-5.3037,-5.3037
avwap_252_breakout,trailing_15pct,14,2,0.5,-3.2675499999999995,-6.535099999999999
avwap_252_breakout,trailing_15pct,42,1,1.0,20.476,20.476
avwap_252_breakout,trailing_15pct,56,1,1.0,10.044,10.044
avwap_252_breakout,trailing_5pct,11,1,0.0,-5.0,-5.0
avwap_252_breakout,trailing_5pct,14,2,0.0,-4.0559,-8.1118
avwap_252_breakout,trailing_5pct,42,1,0.0,-2.3535,-2.3535
avwap_252_breakout,trailing_5pct,56,1,0.0,-1.9205,-1.9205
avwap_50_reclaim,atr_trail_1x,1,1,0.0,-1.0313,-1.0313
avwap_50_reclaim,atr_trail_1x,4,1,1.0,1.6484,1.6484
avwap_50_reclaim,atr_trail_1x,7,1,0.0,-3.8402,-3.8402
avwap_50_reclaim,atr_trail_1x,10,1,0.0,-3.3605,-3.3605
avwap_50_reclaim,atr_trail_1x,11,1,1.0,2.9803,2.9803
avwap_50_reclaim,atr_trail_1x,15,2,1.0,0.08605,0.1721
avwap_50_reclaim,atr_trail_1x,32,1,0.0,-0.2452,-0.2452
avwap_50_reclaim,atr_trail_1x,40,2,0.5,0.2369,0.4738
avwap_50_reclaim,atr_trail_1x,42,1,0.0,-1.2368,-1.2368
avwap_50_reclaim,atr_trail_1x,43,1,0.0,-2.052,-2.052
avwap_50_reclaim,atr_trail_1x,45,1,0.0,-2.6885,-2.6885
avwap_50_reclaim,atr_trail_1x,49,1,0.0,-13.3847,-13.3847
avwap_50_reclaim,atr_trail_1x,52,1,0.0,-2.6708,-2.6708
avwap_50_reclaim,atr_trail_1x,56,4,0.5,-0.3137249999999999,-1.2548999999999997
avwap_50_reclaim,atr_trail_1x,71,1,1.0,11.4629,11.4629
avwap_50_reclaim,atr_trail_1x,72,1,0.0,-3.5708,-3.5708
avwap_50_reclaim,atr_trail_1x,80,1,0.0,-5.664,-5.664
avwap_50_reclaim,atr_trail_1x,83,2,0.0,-3.54085,-7.0817
avwap_50_reclaim,atr_trail_1x,84,5,0.0,-0.42338000000000003,-2.1169000000000002
avwap_50_reclaim,atr_trail_2x,1,1,0.0,-7.2655,-7.2655
avwap_50_reclaim,atr_trail_2x,4,1,1.0,3.8111,3.8111
avwap_50_reclaim,atr_trail_2x,7,1,0.0,-5.9384,-5.9384
avwap_50_reclaim,atr_trail_2x,10,1,0.0,-5.931,-5.931
avwap_50_reclaim,atr_trail_2x,11,1,1.0,40.6946,40.6946
avwap_50_reclaim,atr_trail_2x,15,2,0.5,-0.5783,-1.1566
avwap_50_reclaim,atr_trail_2x,32,1,0.0,-3.0371,-3.0371
avwap_50_reclaim,atr_trail_2x,40,2,0.5,12.093399999999999,24.186799999999998
avwap_50_reclaim,atr_trail_2x,42,1,1.0,8.2167,8.2167
avwap_50_reclaim,atr_trail_2x,43,1,1.0,5.2383,5.2383
avwap_50_reclaim,atr_trail_2x,45,1,0.0,-6.0997,-6.0997
avwap_50_reclaim,atr_trail_2x,49,1,0.0,-23.9809,-23.9809
avwap_50_reclaim,atr_trail_2x,52,1,0.0,-6.5114,-6.5114
avwap_50_reclaim,atr_trail_2x,56,4,0.25,-1.8381,-7.3524
avwap_50_reclaim,atr_trail_2x,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,atr_trail_2x,72,1,0.0,-2.3856,-2.3856
avwap_50_reclaim,atr_trail_2x,80,1,0.0,-9.6646,-9.6646
avwap_50_reclaim,atr_trail_2x,83,2,0.5,3.035,6.07
avwap_50_reclaim,atr_trail_2x,84,5,0.0,-6.04696,-30.2348
avwap_50_reclaim,break_even_at_1r,1,1,0.0,-0.8838,-0.8838
avwap_50_reclaim,break_even_at_1r,4,1,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,7,1,0.0,-3.8402,-3.8402
avwap_50_reclaim,break_even_at_1r,10,1,0.0,-3.9104,-3.9104
avwap_50_reclaim,break_even_at_1r,11,1,0.0,-0.33,-0.33
avwap_50_reclaim,break_even_at_1r,15,2,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,32,1,0.0,0.0,0.0
avwap_50_reclaim,break_even_at_1r,40,2,0.5,4.0822,8.1644
avwap_50_reclaim,break_even_at_1r,42,1,0.0,-0.452,-0.452
avwap_50_reclaim,break_even_at_1r,43,1,0.0,-3.3434,-3.3434
avwap_50_reclaim,break_even_at_1r,45,1,0.0,-3.4,-3.4
avwap_50_reclaim,break_even_at_1r,49,1,0.0,-13.3847,-13.3847
avwap_50_reclaim,break_even_at_1r,52,1,0.0,-4.8577,-4.8577
avwap_50_reclaim,break_even_at_1r,56,4,0.0,-1.0598,-4.2392
avwap_50_reclaim,break_even_at_1r,71,1,1.0,3.4655,3.4655
avwap_50_reclaim,break_even_at_1r,72,1,0.0,-3.5708,-3.5708
avwap_50_reclaim,break_even_at_1r,80,1,0.0,-5.664,-5.664
avwap_50_reclaim,break_even_at_1r,83,2,0.0,-2.69475,-5.3895
avwap_50_reclaim,break_even_at_1r,84,5,0.0,-0.383,-1.915
avwap_50_reclaim,breakeven_plus_trail,1,1,0.0,-12.9229,-12.9229
avwap_50_reclaim,breakeven_plus_trail,4,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,7,1,0.0,-7.6805,-7.6805
avwap_50_reclaim,breakeven_plus_trail,10,1,0.0,-7.8209,-7.8209
avwap_50_reclaim,breakeven_plus_trail,11,1,1.0,37.6385,37.6385
avwap_50_reclaim,breakeven_plus_trail,15,2,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,32,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,40,2,0.5,11.1449,22.2898
avwap_50_reclaim,breakeven_plus_trail,42,1,1.0,9.0289,9.0289
avwap_50_reclaim,breakeven_plus_trail,43,1,1.0,0.9186,0.9186
avwap_50_reclaim,breakeven_plus_trail,45,1,1.0,0.6923,0.6923
avwap_50_reclaim,breakeven_plus_trail,49,1,0.0,-23.9809,-23.9809
avwap_50_reclaim,breakeven_plus_trail,52,1,0.0,-9.7153,-9.7153
avwap_50_reclaim,breakeven_plus_trail,56,4,0.5,0.376625,1.5065
avwap_50_reclaim,breakeven_plus_trail,71,1,1.0,11.3561,11.3561
avwap_50_reclaim,breakeven_plus_trail,72,1,0.0,0.0,0.0
avwap_50_reclaim,breakeven_plus_trail,80,1,0.0,-10.5684,-10.5684
avwap_50_reclaim,breakeven_plus_trail,83,2,0.5,3.2025,6.405
avwap_50_reclaim,breakeven_plus_trail,84,5,0.4,1.53112,7.6556
avwap_50_reclaim,class_time_stop,1,1,0.0,-25.4235,-25.4235
avwap_50_reclaim,class_time_stop,4,1,1.0,5.6673,5.6673
avwap_50_reclaim,class_time_stop,7,1,0.0,-14.5416,-14.5416
avwap_50_reclaim,class_time_stop,10,1,0.0,-10.9703,-10.9703
avwap_50_reclaim,class_time_stop,11,1,1.0,41.34,41.34
avwap_50_reclaim,class_time_stop,15,2,0.0,-5.5312,-11.0624
avwap_50_reclaim,class_time_stop,32,1,1.0,0.015,0.015
avwap_50_reclaim,class_time_stop,40,2,1.0,21.3963,42.7926
avwap_50_reclaim,class_time_stop,42,1,1.0,6.1323,6.1323
avwap_50_reclaim,class_time_stop,43,1,1.0,5.4831,5.4831
avwap_50_reclaim,class_time_stop,45,1,1.0,7.2041,7.2041
avwap_50_reclaim,class_time_stop,49,1,1.0,6.9891,6.9891
avwap_50_reclaim,class_time_stop,52,1,0.0,-8.7102,-8.7102
avwap_50_reclaim,class_time_stop,56,4,1.0,2.0061,8.0244
avwap_50_reclaim,class_time_stop,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,class_time_stop,72,1,0.0,-1.3049,-1.3049
avwap_50_reclaim,class_time_stop,80,1,0.0,-13.0254,-13.0254
avwap_50_reclaim,class_time_stop,83,2,0.5,7.7658000000000005,15.531600000000001
avwap_50_reclaim,class_time_stop,84,5,0.0,-8.356860000000001,-41.7843
avwap_50_reclaim,earnings_blackout,1,1,0.0,-1189.4172,-1189.4172
avwap_50_reclaim,earnings_blackout,4,1,0.0,-4.3495,-4.3495
avwap_50_reclaim,earnings_blackout,7,1,0.0,-51.3701,-51.3701
avwap_50_reclaim,earnings_blackout,10,1,0.0,-151.8503,-151.8503
avwap_50_reclaim,earnings_blackout,11,1,0.0,-37.4223,-37.4223
avwap_50_reclaim,earnings_blackout,15,2,0.0,-47.156099999999995,-94.31219999999999
avwap_50_reclaim,earnings_blackout,32,1,1.0,9.6204,9.6204
avwap_50_reclaim,earnings_blackout,40,2,0.5,-26.5424,-53.0848
avwap_50_reclaim,earnings_blackout,42,1,0.0,-27.8019,-27.8019
avwap_50_reclaim,earnings_blackout,43,1,0.0,-43.9489,-43.9489
avwap_50_reclaim,earnings_blackout,45,1,0.0,-24.5921,-24.5921
avwap_50_reclaim,earnings_blackout,49,1,0.0,-272.7522,-272.7522
avwap_50_reclaim,earnings_blackout,52,1,0.0,-11.7623,-11.7623
avwap_50_reclaim,earnings_blackout,56,4,0.75,-42.421325,-169.6853
avwap_50_reclaim,earnings_blackout,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,earnings_blackout,72,1,0.0,-29.1662,-29.1662
avwap_50_reclaim,earnings_blackout,80,1,0.0,-128.3274,-128.3274
avwap_50_reclaim,earnings_blackout,83,2,0.5,13.278749999999999,26.557499999999997
avwap_50_reclaim,earnings_blackout,84,5,0.2,-155.20010000000002,-776.0005000000001
avwap_50_reclaim,fixed_4r_2r,1,1,0.0,-12.9229,-12.9229
avwap_50_reclaim,fixed_4r_2r,4,1,1.0,7.2816,7.2816
avwap_50_reclaim,fixed_4r_2r,7,1,0.0,-7.6805,-7.6805
avwap_50_reclaim,fixed_4r_2r,10,1,0.0,-7.8209,-7.8209
avwap_50_reclaim,fixed_4r_2r,11,1,1.0,23.156,23.156
avwap_50_reclaim,fixed_4r_2r,15,2,0.0,-4.50705,-9.0141
avwap_50_reclaim,fixed_4r_2r,32,1,0.0,-5.8676,-5.8676
avwap_50_reclaim,fixed_4r_2r,40,2,0.5,12.607399999999998,25.214799999999997
avwap_50_reclaim,fixed_4r_2r,42,1,1.0,21.4714,21.4714
avwap_50_reclaim,fixed_4r_2r,43,1,0.0,-6.7591,-6.7591
avwap_50_reclaim,fixed_4r_2r,45,1,0.0,-6.8,-6.8
avwap_50_reclaim,fixed_4r_2r,49,1,0.0,-23.9809,-23.9809
avwap_50_reclaim,fixed_4r_2r,52,1,0.0,-9.7153,-9.7153
avwap_50_reclaim,fixed_4r_2r,56,4,0.25,-5.478275,-21.9131
avwap_50_reclaim,fixed_4r_2r,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,fixed_4r_2r,72,1,0.0,-7.1416,-7.1416
avwap_50_reclaim,fixed_4r_2r,80,1,0.0,-10.5684,-10.5684
avwap_50_reclaim,fixed_4r_2r,83,2,0.5,8.4171,16.8342
avwap_50_reclaim,fixed_4r_2r,84,5,0.0,-13.39812,-66.9906
avwap_50_reclaim,hybrid_50pct_target,1,1,1.0,16.1125,16.1125
avwap_50_reclaim,hybrid_50pct_target,4,1,1.0,2.7306,2.7306
avwap_50_reclaim,hybrid_50pct_target,7,1,1.0,5.7603,5.7603
avwap_50_reclaim,hybrid_50pct_target,10,1,0.0,-151.8503,-151.8503
avwap_50_reclaim,hybrid_50pct_target,11,1,1.0,19.6819,19.6819
avwap_50_reclaim,hybrid_50pct_target,15,2,1.0,6.56445,13.1289
avwap_50_reclaim,hybrid_50pct_target,32,1,1.0,10.4437,10.4437
avwap_50_reclaim,hybrid_50pct_target,40,2,0.5,-58.01245,-116.0249
avwap_50_reclaim,hybrid_50pct_target,42,1,1.0,11.785,11.785
avwap_50_reclaim,hybrid_50pct_target,43,1,1.0,5.4744,5.4744
avwap_50_reclaim,hybrid_50pct_target,45,1,1.0,5.2365,5.2365
avwap_50_reclaim,hybrid_50pct_target,49,1,1.0,34.4663,34.4663
avwap_50_reclaim,hybrid_50pct_target,52,1,0.0,-11.7623,-11.7623
avwap_50_reclaim,hybrid_50pct_target,56,4,1.0,5.514075000000001,22.056300000000004
avwap_50_reclaim,hybrid_50pct_target,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,hybrid_50pct_target,72,1,1.0,7.0397,7.0397
avwap_50_reclaim,hybrid_50pct_target,80,1,0.0,-128.3274,-128.3274
avwap_50_reclaim,hybrid_50pct_target,83,2,0.5,-23.64755,-47.2951
avwap_50_reclaim,hybrid_50pct_target,84,5,0.2,-156.04184,-780.2092
avwap_50_reclaim,ma_exit_ema9,1,1,0.0,-3.5111,-3.5111
avwap_50_reclaim,ma_exit_ema9,4,1,0.0,-0.7945,-0.7945
avwap_50_reclaim,ma_exit_ema9,7,1,0.0,-5.4021,-5.4021
avwap_50_reclaim,ma_exit_ema9,10,1,0.0,-5.0148,-5.0148
avwap_50_reclaim,ma_exit_ema9,11,1,1.0,4.0405,4.0405
avwap_50_reclaim,ma_exit_ema9,15,2,1.0,1.16745,2.3349
avwap_50_reclaim,ma_exit_ema9,32,1,0.0,-1.8425,-1.8425
avwap_50_reclaim,ma_exit_ema9,40,2,1.0,17.69095,35.3819
avwap_50_reclaim,ma_exit_ema9,42,1,1.0,11.2212,11.2212
avwap_50_reclaim,ma_exit_ema9,43,1,0.0,-2.444,-2.444
avwap_50_reclaim,ma_exit_ema9,45,1,0.0,-2.7084,-2.7084
avwap_50_reclaim,ma_exit_ema9,49,1,0.0,-13.3847,-13.3847
avwap_50_reclaim,ma_exit_ema9,52,1,0.0,-5.3907,-5.3907
avwap_50_reclaim,ma_exit_ema9,56,4,0.25,-0.828475,-3.3139
avwap_50_reclaim,ma_exit_ema9,71,1,1.0,8.502,8.502
avwap_50_reclaim,ma_exit_ema9,72,1,0.0,-3.8636,-3.8636
avwap_50_reclaim,ma_exit_ema9,80,1,0.0,-3.2609,-3.2609
avwap_50_reclaim,ma_exit_ema9,83,2,0.0,-4.859450000000001,-9.718900000000001
avwap_50_reclaim,ma_exit_ema9,84,5,0.0,-3.7945,-18.9725
avwap_50_reclaim,next_pivot_target,1,1,1.0,1.3107,1.3107
avwap_50_reclaim,next_pivot_target,4,1,1.0,0.4827,0.4827
avwap_50_reclaim,next_pivot_target,7,1,0.0,-7.6805,-7.6805
avwap_50_reclaim,next_pivot_target,10,1,1.0,0.9075,0.9075
avwap_50_reclaim,next_pivot_target,11,1,1.0,17.367,17.367
avwap_50_reclaim,next_pivot_target,15,2,0.0,-4.50705,-9.0141
avwap_50_reclaim,next_pivot_target,32,1,1.0,1.3932,1.3932
avwap_50_reclaim,next_pivot_target,40,2,1.0,15.369800000000001,30.739600000000003
avwap_50_reclaim,next_pivot_target,42,1,1.0,14.5411,14.5411
avwap_50_reclaim,next_pivot_target,43,1,1.0,10.0302,10.0302
avwap_50_reclaim,next_pivot_target,45,1,1.0,1.5364,1.5364
avwap_50_reclaim,next_pivot_target,49,1,0.0,-13.3847,-13.3847
avwap_50_reclaim,next_pivot_target,52,1,1.0,2.1468,2.1468
avwap_50_reclaim,next_pivot_target,56,4,1.0,3.2315,12.926
avwap_50_reclaim,next_pivot_target,71,1,1.0,1.227,1.227
avwap_50_reclaim,next_pivot_target,72,1,1.0,0.5904,0.5904
avwap_50_reclaim,next_pivot_target,80,1,1.0,0.3481,0.3481
avwap_50_reclaim,next_pivot_target,83,2,1.0,1.7107,3.4214
avwap_50_reclaim,next_pivot_target,84,5,1.0,4.93724,24.6862
avwap_50_reclaim,r_multiple_2r,1,1,0.0,-6.4614,-6.4614
avwap_50_reclaim,r_multiple_2r,4,1,1.0,3.6408,3.6408
avwap_50_reclaim,r_multiple_2r,7,1,0.0,-3.8402,-3.8402
avwap_50_reclaim,r_multiple_2r,10,1,0.0,-3.9104,-3.9104
avwap_50_reclaim,r_multiple_2r,11,1,1.0,11.578,11.578
avwap_50_reclaim,r_multiple_2r,15,2,0.5,0.15944999999999987,0.31889999999999974
avwap_50_reclaim,r_multiple_2r,32,1,0.0,-2.9338,-2.9338
avwap_50_reclaim,r_multiple_2r,40,2,0.5,6.303699999999999,12.607399999999998
avwap_50_reclaim,r_multiple_2r,42,1,1.0,9.694,9.694
avwap_50_reclaim,r_multiple_2r,43,1,0.0,-3.3434,-3.3434
avwap_50_reclaim,r_multiple_2r,45,1,0.0,-3.4,-3.4
avwap_50_reclaim,r_multiple_2r,49,1,0.0,-13.3847,-13.3847
avwap_50_reclaim,r_multiple_2r,52,1,0.0,-4.8577,-4.8577
avwap_50_reclaim,r_multiple_2r,56,4,0.5,3.02205,12.0882
avwap_50_reclaim,r_multiple_2r,71,1,1.0,18.9376,18.9376
avwap_50_reclaim,r_multiple_2r,72,1,0.0,-3.5708,-3.5708
avwap_50_reclaim,r_multiple_2r,80,1,0.0,-5.664,-5.664
avwap_50_reclaim,r_multiple_2r,83,2,0.0,-3.8756500000000003,-7.7513000000000005
avwap_50_reclaim,r_multiple_2r,84,5,0.2,-0.5998799999999996,-2.9993999999999983
avwap_50_reclaim,r_multiple_3r,1,1,0.0,-6.4614,-6.4614
avwap_50_reclaim,r_multiple_3r,4,1,1.0,5.5415,5.5415
avwap_50_reclaim,r_multiple_3r,7,1,0.0,-3.8402,-3.8402
avwap_50_reclaim,r_multiple_3r,10,1,0.0,-3.9104,-3.9104
avwap_50_reclaim,r_multiple_3r,11,1,1.0,17.367,17.367
avwap_50_reclaim,r_multiple_3r,15,2,0.0,-2.2535,-4.507
avwap_50_reclaim,r_multiple_3r,32,1,0.0,-2.9338,-2.9338
avwap_50_reclaim,r_multiple_3r,40,2,0.5,10.9456,21.8912
avwap_50_reclaim,r_multiple_3r,42,1,1.0,14.5411,14.5411
avwap_50_reclaim,r_multiple_3r,43,1,0.0,-3.3434,-3.3434
avwap_50_reclaim,r_multiple_3r,45,1,0.0,-3.4,-3.4
avwap_50_reclaim,r_multiple_3r,49,1,0.0,-13.3847,-13.3847
avwap_50_reclaim,r_multiple_3r,52,1,0.0,-4.8577,-4.8577
avwap_50_reclaim,r_multiple_3r,56,4,0.25,1.45305,5.8122
avwap_50_reclaim,r_multiple_3r,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,r_multiple_3r,72,1,0.0,-3.5708,-3.5708
avwap_50_reclaim,r_multiple_3r,80,1,0.0,-5.664,-5.664
avwap_50_reclaim,r_multiple_3r,83,2,0.0,-3.8756500000000003,-7.7513000000000005
avwap_50_reclaim,r_multiple_3r,84,5,0.0,-6.69906,-33.4953
avwap_50_reclaim,regime_flip,1,1,0.0,-17.3883,-17.3883
avwap_50_reclaim,regime_flip,4,1,1.0,6.8502,6.8502
avwap_50_reclaim,regime_flip,7,1,0.0,-11.6753,-11.6753
avwap_50_reclaim,regime_flip,10,1,0.0,-7.0331,-7.0331
avwap_50_reclaim,regime_flip,11,1,1.0,25.4529,25.4529
avwap_50_reclaim,regime_flip,15,2,0.0,-5.68125,-11.3625
avwap_50_reclaim,regime_flip,32,1,1.0,2.4831,2.4831
avwap_50_reclaim,regime_flip,40,2,0.5,13.897499999999999,27.794999999999998
avwap_50_reclaim,regime_flip,42,1,1.0,9.9188,9.9188
avwap_50_reclaim,regime_flip,43,1,1.0,7.1452,7.1452
avwap_50_reclaim,regime_flip,45,1,1.0,6.6703,6.6703
avwap_50_reclaim,regime_flip,49,1,0.0,-12.4989,-12.4989
avwap_50_reclaim,regime_flip,52,1,0.0,-8.8675,-8.8675
avwap_50_reclaim,regime_flip,56,4,0.25,-1.892675,-7.5707
avwap_50_reclaim,regime_flip,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,regime_flip,72,1,0.0,-1.9683,-1.9683
avwap_50_reclaim,regime_flip,80,1,0.0,-8.1811,-8.1811
avwap_50_reclaim,regime_flip,83,2,0.5,4.61025,9.2205
avwap_50_reclaim,regime_flip,84,5,0.2,-1.8989,-9.4945
avwap_50_reclaim,time_stop_10d,1,1,0.0,-0.3388,-0.3388
avwap_50_reclaim,time_stop_10d,4,1,1.0,5.1262,5.1262
avwap_50_reclaim,time_stop_10d,7,1,0.0,-2.8603,-2.8603
avwap_50_reclaim,time_stop_10d,10,1,1.0,0.2127,0.2127
avwap_50_reclaim,time_stop_10d,11,1,1.0,8.1469,8.1469
avwap_50_reclaim,time_stop_10d,15,2,1.0,1.16745,2.3349
avwap_50_reclaim,time_stop_10d,32,1,1.0,0.9565,0.9565
avwap_50_reclaim,time_stop_10d,40,2,1.0,10.6311,21.2622
avwap_50_reclaim,time_stop_10d,42,1,1.0,10.9559,10.9559
avwap_50_reclaim,time_stop_10d,43,1,0.0,-4.17,-4.17
avwap_50_reclaim,time_stop_10d,45,1,0.0,-5.8346,-5.8346
avwap_50_reclaim,time_stop_10d,49,1,0.0,-15.1563,-15.1563
avwap_50_reclaim,time_stop_10d,52,1,0.0,-5.7368,-5.7368
avwap_50_reclaim,time_stop_10d,56,4,0.75,2.0453,8.1812
avwap_50_reclaim,time_stop_10d,71,1,1.0,6.4035,6.4035
avwap_50_reclaim,time_stop_10d,72,1,1.0,2.6752,2.6752
avwap_50_reclaim,time_stop_10d,80,1,0.0,-8.7123,-8.7123
avwap_50_reclaim,time_stop_10d,83,2,1.0,7.06855,14.1371
avwap_50_reclaim,time_stop_10d,84,5,0.2,-1.5276200000000002,-7.6381000000000006
avwap_50_reclaim,time_stop_20d,1,1,0.0,-17.3883,-17.3883
avwap_50_reclaim,time_stop_20d,4,1,1.0,6.8502,6.8502
avwap_50_reclaim,time_stop_20d,7,1,0.0,-11.6753,-11.6753
avwap_50_reclaim,time_stop_20d,10,1,0.0,-7.0331,-7.0331
avwap_50_reclaim,time_stop_20d,11,1,1.0,25.4529,25.4529
avwap_50_reclaim,time_stop_20d,15,2,0.0,-5.68125,-11.3625
avwap_50_reclaim,time_stop_20d,32,1,1.0,2.4831,2.4831
avwap_50_reclaim,time_stop_20d,40,2,0.5,13.897499999999999,27.794999999999998
avwap_50_reclaim,time_stop_20d,42,1,1.0,9.9188,9.9188
avwap_50_reclaim,time_stop_20d,43,1,1.0,7.1452,7.1452
avwap_50_reclaim,time_stop_20d,45,1,1.0,6.6703,6.6703
avwap_50_reclaim,time_stop_20d,49,1,0.0,-12.4989,-12.4989
avwap_50_reclaim,time_stop_20d,52,1,0.0,-8.8675,-8.8675
avwap_50_reclaim,time_stop_20d,56,4,0.25,-1.892675,-7.5707
avwap_50_reclaim,time_stop_20d,71,1,1.0,12.5593,12.5593
avwap_50_reclaim,time_stop_20d,72,1,0.0,-1.9683,-1.9683
avwap_50_reclaim,time_stop_20d,80,1,0.0,-8.1811,-8.1811
avwap_50_reclaim,time_stop_20d,83,2,0.5,4.61025,9.2205
avwap_50_reclaim,time_stop_20d,84,5,0.2,-1.8989,-9.4945
